Watch,strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry,stkClose,diff_oi,diff_oi_d,totalOI,totalOIdiff,OI_pct,cum_sep_OI,pct
703.42,550,1009,1009,15480078,15480078,2026-01-05,2026-09-18,683.17,0,0,616790460,-7688638.99999999,2.50977909094119,52.6070544281765,0
683.27,650,4615,4644,15169505,15450588,2026-01-05,2026-01-09,683.17,29,281083.000000002,81316412,3166671,19.0005776447687,19.0005776447687,0.0181923820633883
677.56,350,464,464,15198784,15198784,2026-01-05,2026-03-20,683.17,0,0,1166791798,-16219966,1.30261320194848,71.1991705310222,0
693.69,640,2847,2806,15630030,15065414,2026-01-05,2026-03-20,683.17,-41,-564616,1166791798,-16219966,1.29118271364468,72.4903532446669,-0.0374776292241289
690.06,550,1063,1063,14888378,14888378,2026-01-05,2026-01-30,683.17,0,0,192773531,14474848,7.72324806355288,16.9690194656444,0
736.4,675,2416,2416,15699168,14834240,2026-01-05,2026-12-18,683.17,0,-864928.000000002,2087828623,-18132763,0.710510423919981,80.8648350444614,-0.0583061889250816
691.85,550,1028,1024,14392000,14525440,2026-01-05,2026-03-20,683.17,-4,133440,1166791798,-16219966,1.24490419155312,73.73525743622,0.00918664081776525
691.45,605,1669,1664,14718911,14385280,2026-01-05,2026-03-20,683.17,-5,-333630.999999996,1166791798,-16219966,1.23289176566529,74.9681492018853,-0.0231925273613024
691.38,660,3829,4536,12329380,14233968,2026-01-05,2026-02-20,683.17,707,1904588,235978181,8165117,6.0319000424874,28.402199184678,0.133805836854488
727.77,680,2974,2979,14507172,14230683,2026-01-05,2026-09-18,683.17,5,-276488.999999998,616790460,-7688638.99999999,2.30721516023448,54.914269588411,-0.0194290744864458
740.05,685,2509,2531,13799500,13933155,2026-01-05,2026-12-18,683.17,22,133654.999999998,2087828623,-18132763,0.667351469680469,81.5321865141419,0.0095925868907651
689,535,897,897,13915161,13813800,2026-01-05,2026-03-20,683.17,0,-101360.999999998,1166791798,-16219966,1.18391301890177,76.1520622207871,-0.0073376623376622
708.35,695,10140,10244,13354380,13675740,2026-01-05,2026-03-20,683.17,104,321360.000000002,1166791798,-16219966,1.17208057371003,77.3241427944971,0.0234985455997264
682.58,400,476,476,13450808,13450808,2026-01-05,2026-03-20,683.17,0,0,1166791798,-16219966,1.15280275564638,78.4769455501435,0
715.62,590,1048,1045,13636576,13127290,2026-01-05,2026-12-18,683.17,-3,-509286,2087828623,-18132763,0.628753234599179,82.1609397487411,-0.0387959738834139
696.69,655,3077,3079,12744934,12836351,2026-01-05,2026-03-20,683.17,2,91416.9999999981,1166791798,-16219966,1.10014066108476,79.5770862112282,0.00712172797393887
690.7,685,22476,22333,13395696,12729810,2026-01-05,2026-01-16,683.17,-143,-665886,1893286815,-26287558,0.672365639434298,93.5935583537035,-0.052309186075833
