Watch,strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry,stkClose,diff_oi,diff_oi_d,totalOI,totalOIdiff,OI_pct,cum_sep_OI,pct
572.85,575,16289,16289,3502135,3502135,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.815789583411514,90.7220374964089,0
653.82,655,28842,28842,3403356,3403356,2025-12-26,2026-01-16,690.38,0,0,147053251,0,2.31436977887691,57.8701718059943,0
639.31,640,49255,49255,3398595,3398595,2025-12-26,2026-01-16,690.38,0,0,147053251,0,2.31113217619378,60.1813039821881,0
613,615,16587,16587,3317400,3317400,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.59366765807233,85.6740317053008,0
499.05,500,34556,34556,3282820,3282820,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.764702206001478,91.4867397024104,0
599.57,600,75890,75890,3263270,3263270,2025-12-26,2026-01-23,690.38,0,0,22589357,0,14.446050854834,31.3456111212019,0
537.04,545,4084,4084,3250864,3250864,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.08544105355079,83.0374709927032,0
629.61,635,6014,6014,3241546,3241546,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.755087813847627,92.241827516258,0
464.04,470,5414,5414,3226744,3226744,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.502657847939253,91.4105612704869,0
687.9,700,2610,2610,3158100,3158100,2025-12-26,2026-01-16,690.38,0,0,147053251,0,2.14758937903386,62.3288933612219,0
549.79,550,150336,150336,3157056,3157056,2025-12-26,2026-01-23,690.38,0,0,22589357,0,13.9758559750063,45.3214670962082,0
685.12,690,6393,6393,3119784,3119784,2025-12-26,2026-01-09,690.38,0,0,32811450,0,9.50821740581413,22.6175252846186,0
524.94,535,3017,3017,3035102,3035102,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.472804114486963,91.8833653849738,0
397.59,400,12556,12556,3025996,3025996,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.01035918029191,84.0478301729951,0
483.14,490,4401,4401,3019086,3019086,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.47030916351081,92.3536745484846,0
655.71,657,23347,23347,3011763,3011763,2025-12-26,2026-01-16,690.38,0,0,147053251,0,2.04807644817047,64.3769698093924,0
549.27,550,40396,40396,2948908,2948908,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.41664535667413,87.090677061975,0
475.5,480,6465,6465,2909250,2909250,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.971378496622017,85.0192086696171,0
501.8,510,3500,3500,2870000,2870000,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.447084746600801,92.8007592950854,0
599.61,615,1857,1857,2857923,2857923,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.954240765558644,85.9734494351758,0
532.41,540,3758,3758,2852322,2852322,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.952370630314309,86.9258200654901,0
677.48,685,3695,3695,2778640,2778640,2025-12-26,2026-01-30,690.38,0,0,103571890,0,2.68281287519229,67.4524757634528,0
529.38,540,2586,2586,2746332,2746332,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.42781991160337,93.2285792066888,0
547.41,560,2180,2180,2744620,2744620,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.427553218541983,93.6561324252308,0
598.48,600,18045,18045,2742840,2742840,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.31765099151959,88.4083280534946,0
587.37,590,10333,10333,2717579,2717579,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.633034603262832,92.8748621195209,0
548.43,550,17006,17006,2669942,2669942,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.621938009789144,93.49680012931,0
622.61,625,11124,11124,2658636,2658636,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.27719967679109,89.6855277302857,0
675.92,678,12556,12556,2611648,2611648,2025-12-26,2026-01-09,690.38,0,0,32811450,0,7.95956289648888,30.5770881811075,0
506.51,515,3069,3069,2605581,2605581,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.405893909802391,94.0620263350332,0
594.73,595,95779,95779,2586033,2586033,2025-12-26,2026-01-16,690.38,0,0,147053251,0,1.75856907780978,66.1355388872022,0
684.9,740,459,459,2529090,2529090,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.844445696320968,87.770265761811,0
677.5,695,1444,1444,2527000,2527000,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.588641008208106,94.0854411375181,0
528.72,530,19505,19505,2496640,2496640,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.581568930246413,94.6670100677645,0
479.68,480,77098,77098,2467136,2467136,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.18520372920538,90.870731459491,0
609.18,610,30044,30044,2463608,2463608,2025-12-26,2026-01-30,690.38,0,0,103571890,0,2.37864540272462,69.8311211661774,0
681.11,695,1744,1744,2422416,2422416,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.1637203935603,92.0344518530513,0
478.39,485,3648,3648,2411328,2411328,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.375633438275755,94.4376597733089,0
494.78,500,4588,4588,2394936,2394936,2025-12-26,2026-09-18,690.38,0,0,299497056,0,0.79965260159352,88.5699183634045,0
420.84,425,5698,5698,2370368,2370368,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.369252744470609,94.8069125177796,0
683.94,700,1475,1475,2368850,2368850,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.13798746965233,93.1724393227036,0
474.7,475,78533,78533,2355990,2355990,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.13180956946459,94.3042488921682,0
372.13,375,8153,8153,2339911,2339911,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.364508193903633,95.1714207116832,0
583.82,585,19504,19504,2301472,2301472,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.10561930799995,95.4098682001682,0
688.02,695,3289,3289,2295722,2295722,2025-12-26,2026-01-09,690.38,0,0,32811450,0,6.99670998995777,37.5737981710653,0
